ProductCode, Description, ExFactoryPrice, PackagingType, DiscountGroup ,CustomerDiscount , VATClass, Brand, Weight
"K35060130","Smoked Salmon Fillet - 200gms","862.07","PC","","No","VAT16","K35-FISH","0.200"
"K35060131","Sea Bass Per Kg","687.5","KG","","No","VAT00","K35-FISH","1.000"
"K35060132","Sea Bream Per Kg","687.5","KG","","No","VAT00","K35-FISH","1.000"
"K35070101","Chicken - Capon, 1.2-1.6kg","313","KG","35070101","No","VAT00","K35-CHICKN","0.000"
"K35070102","Chicken - Spring (Per Piece)","315","PC","35070102","No","VAT00","K35-CHICKN","1.000"
"K35070103","Chicken Breast per Kg","700","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070104","Chicken Nuggets 200gms","190","PC","","No","VAT16","K35-CHICKN","0.200"
"K35070105","Chicken Wings /kg - Ex FCL","110","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070106","Chicken Gizzards","260","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070107","Chicken Liver","113","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35070108","Cubed Chicken,  per Kg","710","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070112","Chicken legs /kg - Ex FCL","375","KG","35070112","No","VAT00","K35-CHICKN","1.000"
"K35070115","Chicken Wings - KC","388","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070116","Chicken Drumsticks-KC","400","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070121","Chicken, Processing","0","KG","","No","VAT00","K35-CHICKN","2.000"
"K35070124","Chicken Thigh, Third Party","565","KG","","No","VAT00","35-CHICKEN","1.000"
"K35070125","Smoked Chicken (Whole) Per Kg","620.69","KG","","No","VAT16","K35-CHICKN","1.000"
"K35070126","Fcl Retail Capon 1.2 kg","330","PC","35070126","Yes","VAT00","K35-CHICKN","1.200"
"K35070128","Fcl Retail Capon 1.4kg","385","PC","35070128","Yes","VAT00","K35-CHICKN","1.400"
"K35070129","Fcl Retail Capon 1.5kg","413","PC","35070129","Yes","VAT00","K35-CHICKN","1.500"
"K35070130","Chicken Roast Per kg","782.76","KG","","No","VAT16","K35-CHICKN","1.000"
"K35070131","Chicken legs-KC","388","KG","","No","VAT00","K35-CHICKN","1.000"
"K35070132","Chicken Bones /kg","30","KG","35070132","No","VAT00","K35-CHICKN","1.000"
"K35070133","Fcl Retail Capon 1.3kg","357.5","PC","35070127","Yes","VAT00","K35-CHICKN","1.300"
"K35070134","FCL Capon Frozen - 1.2-1.4kg","258","KG","35070134","No","VAT00","K35-CHICKN","1.000"
"K35070135","Fcl Spring Chicken per Piece","300","PC","35070135","No","VAT00","K35-CHICKN","1.000"
"K35080101","Coral Leaf 150gms","112","PC","35080101","No","NONVAT","K35-VEGEBL","0.150"
"K35080102","Frozen Broccoli 1Kg-Mugumo","100","PC","","No","NONVAT","K35-VEGEBL","1.000"
"K35080103","Frozen Mixed Vegetables 1kg","124.96","KG","35080272","No","VAT00","K35-VEGEBL","1.000"
"K35080104","Frozen Peas, 1kg - Uplands","100","KG","35080104","No","VAT00","K35-VEGEBL","1.000"
"K35080106","Garden Peas, 500gms - Uplands","50","PC","35080279","No","VAT00","K35-VEGEBL","0.500"
"K35080109","Leeks","52","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35080110","Spring Rolls, Per Pc","30","PC","","No","VAT16","K35-OTHRVA","0.100"
"K35080112","Assorted Pies per pc","51.87","PC","","No","VAT00","K35-VEGEBL","1.000"
"K35080113","Sweet corn","167.97","KG","35080113","No","VAT00","K35-VEGEBL","1.000"
"K35080114","Assorted Samosas per pc","290","PC","","No","VAT16","K35-OTHRVA","0.300"
"K35080115","Country Pommes Frittes  2.5 Kg","445","PC","35080115","No","VAT16","K35-VEGEBL","2.500"
"K35080116","French Fries, 2 kgs","178","KG","","No","VAT16","K35-VEGEBL","2.000"
"K35080119","KOL Frozen Chips  1kg","142.2","KG","35080119","No","VAT16","K35-VEGEBL","1.000"
"K35080120","KOL American Frozen Chips, 1KG","142.18","PC","35080120","No","VAT16","K35-VEGEBL","1.000"
"K35080121","KOL Frozen Chips, 250 gms","37.92","PC","35080121","No","VAT16","K35-VEGEBL","0.250"
"K35080122","KOL Frozen Chips, 2.5 Kgs","331.71","PC","35080122","No","VAT16","K35-VEGEBL","2.500"
"K35080123","KOL Frozen Chips, 5 Kgs","568.49","PC","35080123","No","VAT16","K35-VEGEBL","5.000"
"K35080124","Just Lettuce  - 500g","350","PC","35080124","No","VAT00","K35-VEGEBL","0.500"
"K35080126","Just Rucola(Rocket) 100g","94","PC","33080126","No","VAT00","K35-VEGEBL","0.100"
"K35080152","Just Lettuce 150gm","112","PC","35080152","No","VAT00","K35-VEGEBL","0.150"
"K35080155","Just Rucola (Rocket)100gm","94","PC","35080154","No","VAT00","K35-VEGEBL","0.100"
"K35080160","Baby Carrots per Punnet","128.5","PC","","No","VAT00","K35-VEGEBL","1.000"
"K35080161","Spinach Per bunch","13","PC","","No","VAT00","K35-VEGEBL","1.000"
"K35080165","Ceres Juice 250ml","36.75","PC","","No","NONVAT","K35-OTHERS","0.250"
"K35080204","Mixed Vegetables 3kgs - Kenylo","314.58","PC","","No","VAT16","K35-OTHRVA","3.000"
"K35080253","Frigoken French Beans 500gms","109.2","PC","","No","VAT00","K35-VEGEBL","0.500"
"K35080261","Frigoken Frozen French Bean /k","105","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35080264","Frigoken Mixed Vegetable 1kg","240","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35080270","KOL Frozen Garden Peas per kg","142.9","PC","35080270","No","NONVAT","K35-VEGEBL","1.000"
"K35080271","KOL Frozen Mixed Vegetabe 500g","76.96","PC","35080271","No","NONVAT","K35-VEGEBL","0.500"
"K35080272","KOL Frozen Mixed Vegetable /kg","137.5","PC","35080272","No","NONVAT","K35-VEGEBL","1.000"
"K35080273","KOL Frozen French Beans, Kg","203.61","PC","35080273","No","NONVAT","K35-VEGEBL","1.000"
"K35080274","KOL Frozen Brocolli, 500 gms","131.95","PC","35080274","No","NONVAT","K35-VEGEBL","0.500"
"K35080275","KOL Frozen Brocolli/ kg","296.45","PC","35080274","No","NONVAT","K35-VEGEBL","1.000"
"K35080276","KOL Frozen Sweet Corn/ Kg","184.8","PC","35080276","No","NONVAT","K35-VEGEBL","1.000"
"K35080277","KOL Frozen French Beans, 500gm","87.97","PC","35080277","No","NONVAT","K35-VEGEBL","0.500"
"K35080278","KOL Frozen Sweet Corn 500gms","102.25","PC","35080278","No","NONVAT","K35-VEGEBL","0.500"
"K35080279","KOL Frozen Garden Peas 500gm","80.28","PC","35080279","No","NONVAT","K35-VEGEBL","0.500"
"K35080281","KOL Frozen Cauliflower, 500gms","131.95","PC","35080281","No","NONVAT","K35-VEGEBL","0.500"
"K35080282","KOL Cauliflower/ kg","247.36","PC","35080281","No","VAT00","K35-VEGEBL","1.000"
"K35080283","KOL Frozen Carrots, Per Kg","126.5","KG","35080281","No","VAT00","K35-VEGEBL","1.000"
"K35080290","PLF Retail French Fries 2.5 kg","356.03","PC","35080290","No","VAT16","K35-VEGEBL","2.500"
"K35080291","PLF Retail French Fries, 1 Kg","142.24","PC","35080291","No","VAT16","K35-VEGEBL","1.000"
"K35080292","PLF 10/10mm F.Fries2.5 Kg","356.03","PC","35080292","No","VAT16","K35-VEGEBL","2.500"
"K35080293","PLF Shoestring F.Fries 2.5 Kg","356.03","PC","35080293","No","VAT16","K35-VEGEBL","2.500"
"K35080294","PLF Croquettes 2.5 Kgs","527.075","PC","35080294","No","VAT16","K35-VEGEBL","2.500"
"K35080295","PLF Frozen Sweetcorn, 1 Kg","200","PC","35080295","No","NONVAT","K35-VEGEBL","1.000"
"K35080296","PLF Frozen Brocolis, 1 kg","260","PC","35080296","No","NONVAT","K35-VEGEBL","1.000"
"K35080297","PLF Frozen Cauliflower, 1 kg","210","PC","35080297","No","NONVAT","K35-VEGEBL","1.000"
"K35080300","Golden Pride French Fries,1 Kg","43.1","PC","35080300","No","VAT16","K35-VEGEBL","1.000"
"K35090101","Ruaraka Pekin Ducks, 2.2-2.3kg","506","KG","35090101","No","VAT00","K35-DUCKS","1.000"
"K35090102","Chinese Duck","515","KG","35090102","No","VAT00","K35-DUCKS","1.000"
"K35090103","Duck Liver Per Kilo","318","KG","","No","VAT00","K35-DUCKS","1.000"
"K35090104","Duck Breast Per Kg","2,020","KG","","No","VAT00","K35-DUCKS","1.000"
"K35090105","Ruaraka Retail Ducks","515.5","KG","","No","VAT00","K35-DUCKS","1.000"
"K35090106","Duck Eggs","8","PC","","No","VAT00","K35-DUCKS","0.084"
"K35090107","Duck Fat  Per Kg","440","KG","","No","VAT00","K35-DUCKS","1.000"
"K35090108","Duck Legs, Per Kg","440","KG","","No","VAT00","K35-DUCKS","1.000"
"K35110101","Brookside Fresh Cream, 500mls","340","PC","35110101","No","VAT00","K35-F/CREM","0.500"
"K35110203","Butter 500gm "Brookside"","479","PC","","No","VAT16","K35-YORGUT","0.500"
"K35110205","Brookside Mini Butter 10gm","20","PC","","No","VAT16","K35-YORGUT","0.010"
"K35110251","KCC Salted Butter 500g","382","PC","35110251","No","VAT16","K35-YORGUT","0.500"
"K35110252","KCC Unsalted Butter 500g","382","PC","35110251","No","VAT16","K35-YORGUT","0.500"
"K35110254","Bio Shakey 200mlx4pcx6","660","TRAYS","","No","VAT16","K35-YORGUT","4.800"
"K35110255","KCC Mini Butter 10g","20","PC","35110255","No","VAT16","K35-YORGUT","0.010"
"K35120102","Brookside Nat. Yoghurt 500mls","87","PC","35120102","No","VAT16","K35-YORGUT","0.500"
"K35120103","Ilara Yoghurt 500mls (Ass)","87","PC","35120103","No","VAT16","K35-YORGUT","0.000"
"K35125110","Godeni St.Galler Schublig /Kg","625","KG","","No","VAT16","K35-OTHRVA","0.260"
"K35130101","Bio Yoghurt (Assorted) 500mls","137","PC","","No","VAT16","K35-YORGUT","0.000"
"K35130102","Bio Safari Ygh (Ass) 12x150mls","594.9","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130103","Bio Crunch Yoghurt 125mlx12","629","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130104","Bio Whipping Cream 500gms","208","PC","","No","VAT00","K35-F/CREM","0.500"
"K35130105","Eldoville Yoghurt 12x100ml","413","TRAYS","35130105","No","VAT16","K35-YORGUT","1.000"
"K35130106","Bio Superlite Yoghurt 12X150ml","595.00001","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130107","Bio Yoghurt (Ass) 12x100mls","396.5","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130108","Bio Yoghurt (Ass) 12x150 ml","595.00001","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130109","Bio Shakey 20x200ml","543.5","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130110","Bio Shakey 500mlx12pcs","675.49998","TRAYS","","No","VAT16","K35-YORGUT","0.000"
"K35130111","Bio Ster.Skimmed Milk 500mlx12","530.50002","TRAYS","","No","VAT00","K35-F/CREM","6.000"
"K35130112","Bio Yoghurt (Ass) Promo 600mls","136.5","PC","","No","VAT16","K35-YORGUT","0.600"
"K35130113","Probiotic Yoghurt 20Pcs x250ml","799","TRAYS","","No","VAT16","K35-YORGUT","0.250"
"K35130117","Bio Ster.Whole Milk 500mlx12","530.50002","TRAYS","","No","NONVAT","K35-F/CREM","0.000"
"K35130120","Bio Whipping Cream 12 x 150ml","881.5","TRAYS","","No","VAT00","K35-F/CREM","0.000"
"K35130150","Fantasia Sweetened Cream,1 Ltr","284.49","LTR","35130150","No","VAT16","K35-F/CREM","1.000"
"K35130151","Fantasia Unsweetened Cream,1lt","344.83","LTR","35130151","No","VAT16","K35-F/CREM","1.000"
"K35140103","Corned Beef 300gms","179.31","PC","","No","VAT16","K35-OTHRVA","0.300"
"K35140105","Whole Lamb","0","KG","35140105","No","VAT00","K35-LAMB","1.000"
"K35140108","Lamb Leg-Alpha","400","KG","","No","VAT00","K35-LAMB","1.000"
"K35140111","Lamb Liver","0","KG","","No","VAT00","K35-LAMB","1.000"
"K35140112","Lamb Loin Boneless","0","KG","","No","VAT00","K35-LAMB","1.000"
"K35140113","Whole Goat","0","KG","","No","VAT00","K35-LAMB","13.000"
"K35140151","Goat Legs","0","KG","","No","VAT00","K35-LAMB","1.000"
"K35150504","Ostrich Pistola Per Kg","1,900","KG","","No","NONVAT","K35-GAME","1.000"
"K35150550","Guinea Fowl","500","PC","","No","VAT00","K35-GAME","1.000"
"K35150551","Quails","220","PC","","No","NONVAT","K35-OTHERS","0.150"
"K35150601","Rabbit Meat","350","KG","","No","VAT00","K35-GAME","1.000"
"K35160201","Fresh Mushrooms 12x250gm (3kg)","2,499","CARTON","35160201","No","VAT00","K35-MUSHRO","3.000"
"K35160202","Fresh Mushrooms 6kg","3,750","CARTON","35160202","No","VAT00","K35-MUSHRO","6.000"
"K35160203","Kanchan Mushrooms 6kgs","1,890","CARTON","","No","VAT00","K35-MUSHRO","1.000"
"K35160206","Mushroom 6kg - Zucchini","4,013.1","CARTON","","No","VAT00","K35-MUSHRO","6.000"
"K35165101","Godeni Smoked Loin B'less / Kg","737.07","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35165102","Godeni Smoked Belly Per Kg","689.65","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35165103","Godeni Cooked Ham Per Kg","917.79","KG","","No","VAT16","K35-OTHRVA","0.200"
"K35165104","Godeni Back Bacon Rindless /Kg","810.34","KG","","No","VAT16","K35-OTHRVA","0.200"
"K35165106","Godeni Viennas Per Kg","806.3","KG","","No","VAT16","K35-OTHRVA","0.200"
"K35165107","Godeni Bockwurst Per Kg","659.48","KG","","No","VAT16","K35-OTHRVA","0.260"
"K35165110","Godeni Streaky Bacon Per Kg","810.34","KG","","No","VAT16","K35-OTHRVA","0.200"
"K35165113","Godeni Schinkenknacker Per Kg","797.41","KG","","No","VAT16","K35-OTHRVA","0.310"
"K35165114","Godeni Chorizo Port.Speciality","810.86","KG","","No","VAT16","K35-OTHRVA","0.150"
"K35165115","Godeni Mixed Cold Cuts Per Kg","719.83","KG","","No","VAT16","K35-OTHRVA","0.200"
"K35165116","Godeni Bavarian Meatloaf /Kg","633.62","KG","","No","VAT16","K35-OTHRVA","0.320"
"K35165117","Godeni Salamino Per Kg","1,379.31","KG","","No","VAT16","K35-OTHRVA","0.180"
"K35165118","Godeni Blackforest Ham Per Kg","1,314.65","KG","","No","VAT16","K35-OTHRVA","0.100"
"K35165121","Godeni Krakauer 375 gms","758.62","KG","","No","VAT16","K35-OTHRVA","0.375"
"K35165122","Saucisse/Choux(Pork & Cabbage)","676.72","KG","","No","VAT16","K35-OTHRVA","0.270"
"K35165123","Godeni Sauerkraut","224.14","KG","","No","VAT16","K35-OTHRVA","0.500"
"K35165124","Godeni Bratwurst Per Kg","663.79","KG","","No","VAT16","K35-OTHRVA","0.260"
"K35165125","Godeni Cheesy Beef Per Kg","732.76","KG","","No","VAT16","K35-OTHRVA","0.260"
"K35165126","Godeni Cervelas Per Kg","637.93","KG","","No","VAT16","K35-OTHRVA","0.240"
"K35165127","Godeni Fleischwurst Per Kg","637.93","KG","","No","VAT16","K35-OTHRVA","0.270"
"K35165128","Godeni Fleischt Per Kg","22,000","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35165150","Salame Milano Per Kg","2,200","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35165174","Godeni Zwiebelmetwurst/Kg","672.41","KG","","No","VAT16","K35-OTHRVA","1.000"
"K35170122","Chicken & Leek Pies per pc","65.65","PC","","No","NONVAT","K35-OTHERS","1.000"
"K35170123","Mince Pies 360gms (6 pcs)","431.03448","PC","","No","VAT16","K35-OTHRVA","0.060"
"K35170130","Corned Beef, 300 gms","183.8","PC","","No","VAT16","K35-OTHRVA","0.300"
"K35171001","Brussels Sprouts Frozen","200","KG","33171001","No","NONVAT","K35-VEGEBL","1.000"
"K35171002","Fresh Strawberries 12x250gms","1,032","CARTON","33171002","No","NONVAT","K35-OTHERS","3.000"
"K35171003","CS Lemon per Kg","82","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171004","CS Imported Oranges Per Kg","150","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171005","CS Pineapples Per Kg","57","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171006","CS Apple Mangoes Per Kg","88","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171007","CS Bananas Per Kg","63","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171009","CS Passion Fruits Per Kg","100","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171010","CS Tomatoes Per Kg","57","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171011","CS Cucumbers Per Kg","46.5","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171012","CS Courgettes Per Kg","75","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171013","CS Spinnach Per Bunch","20","PC","","No","VAT00","K35-VEGEBL","0.050"
"K35171014","CS Lettuce Per Piece","23","PC","","No","VAT00","K35-VEGEBL","0.100"
"K35171015","CS Coriander Per Bunch","10","PC","","No","VAT00","K35-VEGEBL","0.050"
"K35171016","CS Cauliflower Per Kg","94","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171017","CS Aubergines Per Kg","56","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171018","CS French Beans Per Kg","38","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171019","CS Brocolli Per Kg","100","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171020","CS Sugar Snap Peas Per Kg","50","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171021","CS Pawpaw Per Kg","69","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171022","CS Parsley Per Bunch","9","PC","","No","VAT00","K35-VEGEBL","0.050"
"K35171023","CS Spring Onion Per Bunch","9","PC","","No","VAT00","K35-VEGEBL","0.050"
"K35171024","CS Green Pepper Per Kg","100","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171025","CS Green Apples Per Kg","225","KG","","No","VAT00","K35-VEGEBL","1.000"
"K35171026","CS Perforated Boxes","75","PC","","No","VAT00","K35-OTHERS","0.250"
"K35171034","Milk (UHT) - 1Ltr","95","PC","","No","NONVAT","K35-OTHERS","1.000"
"K35171200","Phylo Pastry 400gms","434.544","PC","","No","VAT16","K35-OTHRVA","0.400"
"K35171307","Worcester Sauce 290ml","557.4989","PC","","No","VAT16","K35-OTHRVA","0.290"
"K35171317","Worcester Sauce 290ml","557.4989","PC","","No","VAT16","K35-OTHRVA","0.290"
"K35171486","Nestle Mixed Berry Mousse 1kg","932.75","PC","","No","VAT16","K35-OTHRVA","1.000"
"K35171499","Beef Stock 2.5kg","1,045.7","PC","","No","VAT16","K35-OTHRVA","2.500"
"K35171504","Lamb Stock 1kg","980.15","PC","","No","VAT16","K35-OTHRVA","1.000"
"K35171510","Christmas Pudding 750gm","393.5345","PC","","No","VAT16","K35-OTHRVA","0.750"
